LIBID,stop_short_name,stop_full_name,stop_type,address_number,address_street_dir_prefix,address_street,address_street_suffix,address_street_dir_suffix,address_street_unit,address_city,address_state,address_zip,address_country,county,latitude,longitude,pluscode,current_delivery_sys,current_delivery_sys_code,service_time_mins,m_do,m_pu,t_do,t_pu,w_do,w_pu,r_do,r_pu,f_do,f_pu,s_do,s_pu,avg_pickup,avg_dropoff,volume_data_missing,redundant_address,address_verified_01,address_verified_02,geoloc_verified_01,ideal_regional_hub,starter_regional_hub,geo_coords,ideal_proposal_region,starter_proposal_region
WI0030,Black Earth PL,Black Earth Public Library,public_library,1210,,Mills,St,,,Black Earth,WI,53515,US,Dane,43.1378368,-89.74830030000001,,South Central Library System,SCLS,7,5,4,4,3,5,3,4,2,3,3,,,3,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1378368, -89.74830030000001)",ideal_region_06,starter_region_07
WI0041,Brodhead PL,Brodhead Memorial Public Library,public_library,1207,,25th,St,,,Brodhead,WI,53520,US,Green,42.6068515,-89.38109229999999,,South Central Library System,SCLS,7,5,4,4,6,4,4,3,4,4,4,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.6068515, -89.38109229999999)",ideal_region_06,starter_region_07
UWMAD120,Business Library,UW-Madison / Business Library,uw_madison,975,,University,Ave,,,Madison,WI,53706,US,Dane,43.0726811,-89.40169209999999,,South Central Library System,SCLS,7,1,2,1,1,1,1,1,1,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0726811, -89.40169209999999)",ideal_region_06,starter_region_07
WI0049,Cambria PL,Jane Morgan Memorial Library,public_library,109,W,Edgewater,St,,,Cambria,WI,53923,US,Columbia,43.5433525,-89.10859339999999,,South Central Library System,SCLS,7,2,4,3,2,4,1,1,1,1,1,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5433525, -89.10859339999999)",ideal_region_06,starter_region_07
WI0050,Cambridge PL,Cambridge Community Library,public_library,101,,Spring Water,Aly,,,Cambridge,WI,53523,US,Dane,43.0027589,-89.0175536,,South Central Library System,SCLS,7,6,5,4,4,6,8,4,3,4,4,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0027589, -89.0175536)",ideal_region_06,starter_region_07
ACAD0040,Carroll University,Carroll University,private_academic,200,N,East,Ave,,,Waukesha,WI,53186,US,Waukesha,43.00443749999999,-88.22818749999999,"2Q3C+QP Waukesha, Wisconsin",South Central Library System,SCLS,7,1,0,,,1,1,1,1,0,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(43.00443749999999, -88.22818749999999)",ideal_region_07,starter_region_08
ACAD0050,Carthage College,Carthage College,private_academic,2001,,Alford Park,Dr,,,Kenosha,WI,53140,US,Kenosha,42.6229375,-87.8209375,"J5FH+5J Kenosha, Wisconsin",South Central Library System,SCLS,7,1,0,,,1,1,1,1,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(42.6229375, -87.8209375)",ideal_region_07,starter_region_08
WIGOV110,CCBC,Cooperative Children's Book Center,wi_state_gov,225,N,Mills,St,,,Madison,WI,53706,US,Dane,43.0712971,-89.4035968,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,,"(43.0712971, -89.4035968)",ideal_region_06,starter_region_07
WIGOV120,CCIC,Child Care Information Center,wi_state_gov,201,W,Washington,Ave,,,Madison,WI,53703,US,Dane,43.0727634,-89.38630289999999,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.0727634, -89.38630289999999)",ideal_region_06,starter_region_07
WITC120,Chippewa Valley TC,Chippewa Valley Technical College,wi_tech_college,620,W,Clairemont,Ave,,,Eau Claire,WI,54701,US,Eau Claire,44.7939575,-91.5053411,,South Central Library System,SCLS,7,0,0,1,0,,,,,0,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.7939575, -91.5053411)",ideal_region_01,starter_region_02
UWMAD130,College Library,UW-Madison / College Library,uw_madison,600,N,Park,St,,,Madison,WI,53706,US,Dane,43.0767628,-89.4013421,,South Central Library System,SCLS,7,4,7,7,3,6,5,5,4,4,4,,,5,6,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0767628, -89.4013421)",ideal_region_06,starter_region_07
WI0066,Columbus PL,Columbus Public Library,public_library,223,W,James,St,,,Columbus,WI,53925,US,Columbia,43.3390931,-89.0163275,,South Central Library System,SCLS,7,5,9,4,5,7,4,5,4,4,5,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3390931, -89.0163275)",ideal_region_06,starter_region_07
WI0069,Cross Plains PL,Rosemary Garfoot Public Library,public_library,2107,,Julius,St,,,Cross Plains,WI,53528,US,Dane,43.1138205,-89.6464187,,South Central Library System,SCLS,7,5,7,6,6,5,3,4,5,4,4,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1138205, -89.6464187)",ideal_region_06,starter_region_07
WI0501,Dane County LS,Dane County Library Service,public_library,1874,S,Stoughton,Rd,,,Madison,WI,53716,US,Dane,43.0718385,-89.3107433,,South Central Library System,SCLS,7,8,3,7,8,5,5,4,8,5,4,,,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0718385, -89.3107433)",ideal_region_06,starter_region_07
WI0077,Deerfield PL,Deerfield Public Library,public_library,12,W,Nelson,St,,,Deerfield,WI,53531,US,Dane,43.0545076,-89.0756601,,South Central Library System,SCLS,7,6,5,3,8,5,4,3,5,3,3,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0545076, -89.0756601)",ideal_region_06,starter_region_07
WI0078,DeForest PL,DeForest Area Public Library,public_library,203,,Library,St,,,DeForest,WI,53532,US,Dane,43.247016,-89.34203749999999,,South Central Library System,SCLS,7,8,8,13,15,11,9,9,9,9,9,7,8,10,10,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.247016, -89.34203749999999)",ideal_region_06,starter_region_07
WIGOV140,DOA,Wisconsin Department of Administration Mailroom,wi_state_gov,3014,,Progress,Rd,,,Madison,WI,53716,US,Dane,43.05461649999999,-89.30559020000001,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,,"(43.05461649999999, -89.30559020000001)",ideal_region_06,starter_region_07
WIGOV160,DPI/RLL,Wisconsin Department of Public Instruction,wi_state_gov,125,S,Webster,St,,,Madison,WI,53703,US,Dane,43.0750916,-89.3796641,,South Central Library System,SCLS,7,1,1,,,,,1,2,,,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0750916, -89.3796641)",ideal_region_06,starter_region_07
UWMAD140,Ebling Health Sciences,UW-Madison / Ebling Health Sciences Library,uw_madison,750,,Highland,Ave,,,Madison,WI,53705,US,Dane,43.07731889999999,-89.4301347,,South Central Library System,SCLS,7,2,1,1,2,1,2,1,1,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.07731889999999, -89.4301347)",ideal_region_06,starter_region_07
ACAD0070,Edgewood College,Edgewood College,private_academic,959,,Edgewood College,Dr,,,Madison,WI,53711,US,Dane,43.0571112,-89.42286,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0571112, -89.42286)",ideal_region_06,starter_region_07
WI0424,Fitchburg PL,Fitchburg Public Library,public_library,5530,,Lacy,Rd,,,Fitchburg,WI,53711,US,Dane,43.001575,-89.4249324,,South Central Library System,SCLS,7,12,18,21,20,23,17,15,13,14,11,13,13,16,17,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.001575, -89.4249324)",ideal_region_06,starter_region_07
WITC130,Fox Valley TC,Fox Valley Technical College,wi_tech_college,1825,N,Bluemound,Dr,,,Appleton,WI,54912,US,Outagamie,44.2835625,-88.45893749999999,"7GMR+CC Appleton, Wisconsin",South Central Library System,SCLS,7,1,0,,,1,0,,,0,0,,,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(44.2835625, -88.45893749999999)",ideal_region_03,starter_region_04
UWMAD150,Geology & Geophysics,UW-Madison / Geology & Geophysics Library,uw_madison,1215,W,Dayton,St,,,Madison,WI,53706,US,Dane,43.0703822,-89.406296,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0703822, -89.406296)",ideal_region_06,starter_region_07
UWMAD160,GSCC,UW-Madison / Gender & Sexuality Studies Campus Center,uw_madison,716,,Langdon,St,,,Madison,WI,53706,US,Dane,43.0762559,-89.3984543,,South Central Library System,SCLS,7,,,0,1,,,0,0,,,,,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0762559, -89.3984543)",ideal_region_06,starter_region_07
UWMAD170,iSchool,UW-Madison / School of Library & Information Science,uw_madison,600,N,Park,St,,,Madison,WI,53706,US,Dane,43.0767628,-89.4013421,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,TRUE,TRUE,TRUE,TRUE,,,"(43.0767628, -89.4013421)",ideal_region_06,starter_region_07
UWMAD180,Journalism,UW-Madison / Journalism Reading Room,uw_madison,821,,University,Ave,,,Madison,WI,53706,US,Dane,43.0726995,-89.39985999999999,,South Central Library System,SCLS,7,,,2,1,,,1,1,,,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0726995, -89.39985999999999)",ideal_region_06,starter_region_07
UWMAD190,Kohler Art Library,UW-Madison / Kohler Art Library,uw_madison,800,,University,Ave,,,Madison,WI,53706,US,Dane,43.0738342,-89.3993421,,South Central Library System,SCLS,7,1,2,2,1,5,1,5,2,2,1,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0738342, -89.3993421)",ideal_region_06,starter_region_07
WI0168,La Valle PL,La Valle Public Library,public_library,103,W,Main,St,,,La Valle,WI,53941,US,Sauk,43.5820555,-90.1302314,,South Central Library System,SCLS,7,5,2,3,3,3,1,3,2,2,1,,,2,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5820555, -90.1302314)",ideal_region_06,starter_region_07
UWMAD200,Law Library,UW-Madison / Law Library,uw_madison,975,,Bascom,Mall,,,Madison,WI,53706,US,Dane,43.0745696,-89.4022331,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0745696, -89.4022331)",ideal_region_06,starter_region_07
ACAD0090,Lawrence University,Lawrence University,private_academic,113,S,Lawe,St,,,Appleton,WI,54911,US,Outagamie,44.2613019,-88.3977918,,South Central Library System,SCLS,7,1,1,1,0,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.2613019, -88.3977918)",ideal_region_03,starter_region_04
WI0392,Lodi PL,Lodi Woman's Club Public Library,public_library,130,,Lodi,St,,,Lodi,WI,53555,US,Columbia,43.313742,-89.527535,,South Central Library System,SCLS,7,7,5,6,5,8,5,4,6,3,4,,,5,6,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.313742, -89.527535)",ideal_region_06,starter_region_07
WITC160,Madison Area TC,Madison Area Technical College,wi_tech_college,1701,,Wright,St,,,Madison,WI,53704,US,Dane,43.1215712,-89.3289214,,South Central Library System,SCLS,7,1,0,1,1,1,1,0,0,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1215712, -89.3289214)",ideal_region_06,starter_region_07
SCH010,Madison Metro SD,Madison Metropolitan School District,school,4711,,Pflaum,Rd,,,Madison,WI,53718,US,Dane,43.0615226,-89.3008965,,South Central Library System,SCLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0615226, -89.3008965)",ideal_region_06,starter_region_07
WI0176-010,MadPL - Ashman Branch,Alicia Ashman Library,public_library,733,N,High Point,Rd,,,Madison,WI,53717,US,Dane,43.0760683,-89.51767439999999,,South Central Library System,SCLS,7,29,33,26,21,24,24,22,19,19,21,10,9,22,22,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0760683, -89.51767439999999)",ideal_region_06,starter_region_07
WI0176,MadPL - Central Library,Madison Public Library,public_library,201,W,Mifflin,St,,,Madison,WI,53703,US,Dane,43.073349,-89.38744419999999,,South Central Library System,SCLS,7,44,75,57,45,48,62,48,49,44,55,31,25,52,46,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.073349, -89.38744419999999)",ideal_region_06,starter_region_07
WI0176-002,MadPL - Hawthorne Branch,Hawthorne Library,public_library,2707,E,Washington,Ave,,,Madison,WI,53704,US,Dane,43.1015919,-89.3461863,,South Central Library System,SCLS,7,17,25,18,13,14,16,14,15,14,12,4,8,15,14,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1015919, -89.3461863)",ideal_region_06,starter_region_07
WI0176-003,MadPL - Lakeview Branch,Lakeview Library,public_library,2845,N,Sherman,Ave,,,Madison,WI,53704,US,Dane,43.1276876,-89.3630139,,South Central Library System,SCLS,7,15,20,18,15,15,17,13,13,13,13,5,9,15,14,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1276876, -89.3630139)",ideal_region_06,starter_region_07
WI0176-004,MadPL - Meadowridge Branch,Meadowridge Library,public_library,5726,,Raymond,Rd,,,Madison,WI,53711,US,Dane,43.032464,-89.47912810000001,,South Central Library System,SCLS,7,13,20,15,20,16,14,11,14,12,22,7,11,17,13,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.032464, -89.47912810000001)",ideal_region_06,starter_region_07
WI0176-005,MadPL - Monroe Street Branch,Monroe Street Library,public_library,1705,,Monroe,St,,,Madison,WI,53711,US,Dane,43.0659346,-89.41519009999999,,South Central Library System,SCLS,7,9,6,10,13,9,8,9,10,7,9,5,8,9,9,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0659346, -89.41519009999999)",ideal_region_06,starter_region_07
WI0176-006,MadPL - Pinney Branch,Pinney Library,public_library,516,,Cottage Grove,Rd,,,Madison,WI,53716,US,Dane,43.0840992,-89.3172584,,South Central Library System,SCLS,7,29,37,31,17,25,23,20,17,19,22,7,11,22,22,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0840992, -89.3172584)",ideal_region_06,starter_region_07
WI0176-007,MadPL - Sequoya Branch,Sequoya Library,public_library,4340,,Tokay,Blvd,,,Madison,WI,53711,US,Dane,43.053875,-89.4502948,,South Central Library System,SCLS,7,49,48,39,42,41,30,29,31,27,28,11,17,33,33,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.053875, -89.4502948)",ideal_region_06,starter_region_07
WI0176-008,MadPL - South Madison Branch,Goodman South Madison Library,public_library,2222,S,Park,St,,,Madison,WI,53713,US,Dane,43.0414961,-89.39445889999999,,South Central Library System,SCLS,7,8,8,11,11,11,8,9,8,8,7,6,6,8,9,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0414961, -89.39445889999999)",ideal_region_06,starter_region_07
ACAD0100,Marian University,Marian University,private_academic,45,S,National,Ave,,,Fond du Lac,WI,54935,US,Fond du Lac,43.7774375,-88.4206875,"QHGH+XP Fond du Lac, Wisconsin",South Central Library System,SCLS,7,0,0,,,1,1,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(43.7774375, -88.4206875)",ideal_region_05,starter_region_06
ACAD0110,Marquette University,Marquette University,private_academic,1355,W,Wisconsin,Ave,,,Milwaukee,WI,53233,US,Milwaukee,43.0381435,-87.92985050000001,,South Central Library System,SCLS,7,1,1,,,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0381435, -87.92985050000001)",ideal_region_07,starter_region_08
WI0183,Marshall PL,Marshall Community Library,public_library,605,,Waterloo,Rd,,,Marshall,WI,53559,US,Dane,43.168673,-89.05529519999999,,South Central Library System,SCLS,7,5,3,2,3,2,3,2,3,3,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.168673, -89.05529519999999)",ideal_region_06,starter_region_07
WI0184,Marshfield PL,Everett Roehl Marshfield Public Library,public_library,105,S,Maple,Ave,,,Marshfield,WI,54449,US,Wood,44.66584659999999,-90.1721128,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.66584659999999, -90.1721128)",ideal_region_02,starter_region_07
WI0187,Mazomanie PL,Mazomanie Free Library,public_library,102,,Brodhead,St,,,Mazomanie,WI,53560,US,Dane,43.1755542,-89.7946189,,South Central Library System,SCLS,7,3,6,4,3,6,4,3,3,2,2,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1755542, -89.7946189)",ideal_region_06,starter_region_07
WI0420,McFarland PL,E.D. Locke Public Library,public_library,5920,,Milwaukee,St,,,McFarland,WI,53558,US,Dane,43.0135637,-89.28806379999999,,South Central Library System,SCLS,7,5,11,14,11,13,11,8,9,7,9,7,8,10,9,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0135637, -89.28806379999999)",ideal_region_06,starter_region_07
WIGOV200,MCLL,Milwaukee County Law Library,wi_state_gov,901,N,9th,St,,,Milwaukee,WI,53233,US,Milwaukee,43.0415872,-87.9240961,,South Central Library System,SCLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.0415872, -87.9240961)",ideal_region_07,starter_region_08
ACAD0120,MCW,Medical College of Wisconsin,private_academic,8701,W,Watertown Plank,Rd,,,Milwaukee,WI,53226,US,Milwaukee,43.0435774,-88.0217863,,South Central Library System,SCLS,7,1,0,,,,,1,0,,,,,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0435774, -88.0217863)",ideal_region_07,starter_region_08
UWMAD100,Memorial Library,UW-Madison / Memorial Library,uw_madison,728,,State,St,,,Madison,WI,53706,US,Dane,43.0754375,-89.3978125,"3JG2+5V Madison, Wisconsin",South Central Library System,SCLS,7,7,10,5,16,4,8,6,6,9,10,,,10,7,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(43.0754375, -89.3978125)",ideal_region_06,starter_region_07
UWMAD220,MERIT Library,UW-Madison / MERIT Library,uw_madison,225,N,Mills,St,,,Madison,WI,53706,US,Dane,43.0712971,-89.4035968,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0712971, -89.4035968)",ideal_region_06,starter_region_07
WITC170,Mid-State TC,Mid-State Technical College,wi_tech_college,500,,32nd,St,N,,Wisconsin Rapids,WI,54494,US,Wood,44.3916875,-89.7838125,"96R8+MF Wisconsin Rapids, Wisconsin",South Central Library System,SCLS,7,,,1,0,,,0,0,,,,,0,1,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(44.3916875, -89.7838125)",ideal_region_02,starter_region_07
WI0196,Middleton PL,Middleton Public Library,public_library,7425,,Hubbard,Ave,,,Middleton,WI,53562,US,Dane,43.0949811,-89.5092883,,South Central Library System,SCLS,7,37,40,36,28,33,29,27,25,26,22,6,17,27,28,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0949811, -89.5092883)",ideal_region_06,starter_region_07
UWMAD230,Middleton Shelving,UW-Madison / Middleton Shelving Facillity,uw_madison,1305,,Linden,Dr,,,Madison,WI,53706,US,Dane,43.0747905,-89.40818340000001,,South Central Library System,SCLS,7,2,4,1,4,3,4,2,3,8,3,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0747905, -89.40818340000001)",ideal_region_06,starter_region_07
WITC180,Milwaukee Area TC,Milwaukee Area Technical College,wi_tech_college,1200,S,71st,St,,,West Allis,WI,53214,US,Milwaukee,43.0194295,-88.00098249999999,,South Central Library System,SCLS,7,0,1,,,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0194295, -88.00098249999999)",ideal_region_07,starter_region_08
WIGOV210,MMHI,Mendota Mental Health Institute,wi_state_gov,301,,Troy,Dr,,,Madison,WI,53704,US,Dane,43.132012,-89.3977261,,South Central Library System,SCLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.132012, -89.3977261)",ideal_region_06,starter_region_07
WI0203,Monona PL,Monona Public Library,public_library,1000,,Nichols,Rd,,,Monona,WI,53716,US,Dane,43.0628948,-89.3405557,,South Central Library System,SCLS,7,16,20,17,16,15,17,13,9,12,15,4,4,14,13,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0628948, -89.3405557)",ideal_region_06,starter_region_07
WI0204,Monroe PL,Monroe Public Library,public_library,925,,16th,Ave,,,Monroe,WI,53566,US,Green,42.6023872,-89.6405364,,South Central Library System,SCLS,7,10,10,9,9,10,10,7,11,6,6,,,10,9,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.6023872, -89.6405364)",ideal_region_06,starter_region_07
WI0207,Monticello PL,Monticello Public Library,public_library,512,E,Lake,Ave,,,Monticello,WI,53570,US,Green,42.7457552,-89.5891571,,South Central Library System,SCLS,7,1,1,1,1,1,1,1,1,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.7457552, -89.5891571)",ideal_region_06,starter_region_07
WITC190,Moraine Park TC,Moraine Park Technical College,wi_tech_college,235,N,National,Ave,,,Fond du Lac,WI,54936,US,Fond du Lac,43.7848638,-88.4178189,,South Central Library System,SCLS,7,1,1,,,1,1,,,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.7848638, -88.4178189)",ideal_region_05,starter_region_06
WI0209,Mount Horeb PL,Mount Horeb Public Library,public_library,105,,Perimeter,St,,,Mount Horeb,WI,53572,US,Dane,43.0081399,-89.7198737,,South Central Library System,SCLS,7,5,8,12,16,11,12,11,9,8,8,9,8,11,10,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0081399, -89.7198737)",ideal_region_06,starter_region_07
ACAD0150,MSOE,Milwaukee School of Engineering,private_academic,500,E,Kilbourn,Ave,,,Milwaukee,WI,53202,US,Milwaukee,43.0429205,-87.9051138,,South Central Library System,SCLS,7,0,1,,,0,0,,,0,0,,,1,0,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0429205, -87.9051138)",ideal_region_07,starter_region_08
WI0216,Nekoosa PL,Charles & JoAnn Lester Library,public_library,100,,Park,St,,,Nekoosa,WI,54457,US,Wood,44.3141173,-89.90149670000001,,South Central Library System,SCLS,7,2,2,,,5,4,,,3,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.3141173, -89.90149670000001)",ideal_region_02,starter_region_07
WI0219,New Glarus PL,New Glarus Public Library,public_library,319,,2nd,St,,,New Glarus,WI,53574,US,Green,42.816513,-89.63553569999999,,South Central Library System,SCLS,7,4,6,5,5,5,7,3,4,4,4,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.816513, -89.63553569999999)",ideal_region_06,starter_region_07
WI0225,North Freedom PL,North Freedom Public Library,public_library,105,N,Maple,St,,,North Freedom,WI,53951,US,Sauk,43.4608291,-89.8670637,,South Central Library System,SCLS,7,2,2,2,3,3,2,2,2,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.4608291, -89.8670637)",ideal_region_06,starter_region_07
WITC220,Northeast WI TC,Northeast Wisconsin Technical College,wi_tech_college,2740,W,Mason,St,,,Green Bay,WI,54303,US,Brown,44.5273237,-88.1073138,,South Central Library System,SCLS,7,1,1,,,0,1,,,1,0,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(44.5273237, -88.1073138)",ideal_region_03,starter_region_04
WIGOV230,Oakhill CI,Oakhill Correctional Institute,wi_state_gov,5212,,County Hwy M,,,,Oregon,WI,53575,US,Dane,42.9613125,-89.3945625,"XJ64+G5 Oregon, Wisconsin",South Central Library System,SCLS,7,,,2,1,,,1,1,,,,,1,2,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(42.9613125, -89.3945625)",ideal_region_06,starter_region_07
WI0236,Oregon PL,Oregon Public Library,public_library,256,,Brook,St,,,Oregon,WI,53575,US,Dane,42.9259688,-89.3814838,,South Central Library System,SCLS,7,5,12,15,17,13,13,10,9,10,11,11,10,12,11,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.9259688, -89.3814838)",ideal_region_06,starter_region_07
WI0245,Pardeeville PL,Angie Williams Cox Public Library,public_library,119,N,Main,St,,,Pardeeville,WI,53954,US,Columbia,43.5370622,-89.30054419999999,,South Central Library System,SCLS,7,2,2,5,3,3,2,3,2,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5370622, -89.30054419999999)",ideal_region_06,starter_region_07
WI0399,Pittsville PL,Pittsville Community Library,public_library,5291,,Third,Ave,,,Pittsville,WI,54466,US,Wood,44.438624,-90.126621,,South Central Library System,SCLS,7,,,1,0,,,1,1,1,0,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.438624, -90.126621)",ideal_region_02,starter_region_07
WI0253,Plain PL,Kraemer Library & Community Center,public_library,910,,Main,St,,,Plain,WI,53577,US,Sauk,43.2791485,-90.04341,,South Central Library System,SCLS,7,3,5,4,2,4,2,2,2,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.2791485, -90.04341)",ideal_region_06,starter_region_07
WI0259,Portage PL,Portage Public Library,public_library,253,W,Edgewater,St,,,Portage,WI,53901,US,Columbia,43.5384811,-89.46276999999999,,South Central Library System,SCLS,7,7,9,10,12,8,7,8,6,6,5,,,8,8,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5384811, -89.46276999999999)",ideal_region_06,starter_region_07
WI0309-002,PortCo - Almond Branch,Almond Branch,public_library,122,,Main,St,,,Almond,WI,54909,US,Portage,44.2608058,-89.4080259,,South Central Library System,SCLS,7,,,2,2,,,1,6,1,2,,,4,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.2608058, -89.4080259)",ideal_region_02,starter_region_07
WI0309-003,PortCo - Plover Branch,Plover Branch,public_library,2151,,Roosevelt,Dr,,,Plover,WI,54467,US,Portage,44.4640101,-89.53240199999999,,South Central Library System,SCLS,7,3,4,3,3,3,3,3,3,3,9,,,5,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.4640101, -89.53240199999999)",ideal_region_02,starter_region_07
WI0309-004,PortCo - Rosholt Branch,Rosholt Branch,public_library,137,N,Main,St,,,Rosholt,WI,54473,US,Portage,44.6284128,-89.3091651,,South Central Library System,SCLS,7,2,2,,,4,3,,,4,2,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.6284128, -89.3091651)",ideal_region_02,starter_region_07
WI0309,PortCo - Stevens Point PL,Portage County Public Library,public_library,1001,,Main,St,,,Stevens Point,WI,54481,US,Portage,44.52316990000001,-89.5844628,,South Central Library System,SCLS,7,12,19,15,12,12,11,10,12,8,8,,,13,12,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.52316990000001, -89.5844628)",ideal_region_02,starter_region_07
WI0261,Poynette PL,Poynette Area Public Library,public_library,118,N,Main,St,,,Poynette,WI,53955,US,Columbia,43.3911123,-89.40250480000002,,South Central Library System,SCLS,7,3,3,6,4,4,4,2,3,2,3,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3911123, -89.40250480000002)",ideal_region_06,starter_region_07
