LIBID,stop_short_name,stop_full_name,stop_type,address_number,address_street_dir_prefix,address_street,address_street_suffix,address_street_dir_suffix,address_street_unit,address_city,address_state,address_zip,address_country,county,latitude,longitude,pluscode,current_delivery_sys,current_delivery_sys_code,service_time_mins,m_do,m_pu,t_do,t_pu,w_do,w_pu,r_do,r_pu,f_do,f_pu,s_do,s_pu,avg_pickup,avg_dropoff,volume_data_missing,redundant_address,address_verified_01,address_verified_02,geoloc_verified_01,ideal_regional_hub,starter_regional_hub,geo_coords,ideal_proposal_region,starter_proposal_region
WI0301,South Milwaukee PL,South Milwaukee Public Library,public_library,1907,,10th,Ave,,,South Milwaukee,WI,53172,US,Milwaukee,42.9122655,-87.860241,,Milwaukee County Federated Library System,MCFLS,7,10,6,8,7,7,6,6,8,5,5,,,7,8,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.9122655, -87.860241)",ideal_region_07,starter_region_08
WI0313,St. Francis PL,St. Francis Public Library,public_library,4230,S,Nicholson,Ave,,,St. Francis,WI,53235,US,Milwaukee,42.967326,-87.8722595,,Milwaukee County Federated Library System,MCFLS,7,7,5,7,8,6,6,65,6,5,5,,,6,18,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(42.967326, -87.8722595)",ideal_region_07,starter_region_08
WI0343,Wauwatosa PL,Wauwatosa Public Library,public_library,7635,W,North,Ave,,,Wauwatosa,WI,53213,US,Milwaukee,43.0600387,-88.0089416,,Milwaukee County Federated Library System,MCFLS,7,25,10,16,25,11,18,13,15,13,12,,,16,16,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.0600387, -88.0089416)",ideal_region_07,starter_region_08
WI0344,West Allis PL,West Allis Public Library,public_library,7421,W,National,Ave,,,West Allis,WI,53214,US,Milwaukee,43.01173379999999,-88.0050195,,Milwaukee County Federated Library System,MCFLS,7,17,11,14,21,9,14,9,12,8,9,,,14,12,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.01173379999999, -88.0050195)",ideal_region_07,starter_region_08
WI0350,Whitefish Bay PL,Whitefish Bay Public Library,public_library,5420,N,Marlborough,Dr,,,Whitefish Bay,WI,53217,US,Milwaukee,43.1152908,-87.9010294,,Milwaukee County Federated Library System,MCFLS,7,18,7,6,10,7,9,6,9,5,5,,,8,9,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.1152908, -87.9010294)",ideal_region_07,starter_region_08
WIGOV300,WI Talking Book & Braille Library,Wisconsin Talking Book and Braille Library,wi_state_gov,813,W,Wells,St,,,Milwaukee,WI,53233,US,Milwaukee,43.0400417,-87.9218595,,Milwaukee County Federated Library System,MCFLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,,"(43.0400417, -87.9218595)",ideal_region_07,starter_region_08
WI0022,Beaver Dam PL,Beaver Dam Community Library,public_library,311,N,Spring,St,,,Beaver Dam,WI,53916,US,Dodge,43.4592012,-88.83637139999999,,Monarch Library System,MLS,7,1,2,3,2,1,2,1,0,1,0,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.4592012, -88.83637139999999)",ideal_region_05,starter_region_06
WI0044,Brownsville PL,Brownsville Public Library,public_library,379,,Main,St,,,Brownsville,WI,53006,US,Dodge,43.6161602,-88.4859264,,Monarch Library System,MLS,7,1,2,2,2,1,2,1,2,1,0,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.6161602, -88.4859264)",ideal_region_05,starter_region_06
WI0054,Cedar Grove PL,Cedar Grove Public Library,public_library,131,,Van Altena,Ave,,,Cedar Grove,WI,53013,US,Sheboygan,43.5709451,-87.8239267,,Monarch Library System,MLS,7,4,4,3,5,2,4,2,4,3,4,,,5,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5709451, -87.8239267)",ideal_region_05,starter_region_06
WI0055,Cedarburg PL,Cedarburg Public Library,public_library,W63N589,,Hanover,Ave,,,Cedarburg,WI,53012,US,Ozaukee,43.297031,-87.98941049999999,,Monarch Library System,MLS,7,10,24,17,20,17,15,12,16,11,15,,,18,14,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.297031, -87.98941049999999)",ideal_region_05,starter_region_06
WIGOV150,Dodge CI,Dodge Correctional Institute,wi_state_gov,1,W,Lincoln,St,,,Waupun,WI,53963,US,Dodge,43.6246358,-88.74029349999999,,Monarch Library System,MLS,7,4,10,5,5,5,6,4,5,5,5,,,7,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.6246358, -88.74029349999999)",ideal_region_05,starter_region_06
WI0092,Elkhart Lake PL,Elkhart Lake Public Library,public_library,40,,Pine,St,,,Elkhart Lake,WI,53020,US,Sheboygan,43.8339262,-88.0172185,,Monarch Library System,MLS,7,2,5,3,4,2,5,2,4,2,4,,,5,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.8339262, -88.0172185)",ideal_region_05,starter_region_06
WIGOV170,Fox Lake CI,Fox Lake Correctional Institution,wi_state_gov,W10237,,Lake Emily,Rd,,,Fox Lake,WI,53933,US,Dodge,43.6149482,-88.9132065,,Monarch Library System,MLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.6149482, -88.9132065)",ideal_region_05,starter_region_06
WI0106,Fox Lake PL,Fox Lake Public Library,public_library,117,W,State,St,,,Fox Lake,WI,53933,US,Dodge,43.56626869999999,-88.90759059999999,,Monarch Library System,MLS,7,1,2,1,1,1,2,1,2,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.56626869999999, -88.90759059999999)",ideal_region_05,starter_region_06
WI0113,Germantown PL,Germantown Community Library,public_library,N112W16957,,Mequon,Rd,,,Germantown,WI,53022,US,Washington,43.2202138,-88.11965049999999,,Monarch Library System,MLS,7,9,14,13,14,11,12,8,10,11,12,,,13,11,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.2202138, -88.11965049999999)",ideal_region_05,starter_region_06
WI0385,Grafton PL,U.S.S. Liberty Memorial Public Library,public_library,1620,,11th,Ave,,,Grafton,WI,53024,US,Ozaukee,43.313859,-87.9523035,,Monarch Library System,MLS,7,11,17,14,17,12,14,9,13,10,13,,,15,12,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.313859, -87.9523035)",ideal_region_05,starter_region_06
WI0129,Hartford PL,Jack Russell Memorial Library,public_library,100,,Park,Ave,,,Hartford,WI,53027,US,Washington,43.318819,-88.376989,,Monarch Library System,MLS,7,5,12,5,9,6,9,7,11,5,8,,,10,6,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.318819, -88.376989)",ideal_region_05,starter_region_06
WI0135,Horicon PL,Horicon Public Library,public_library,404,E,Lake,St,,,Horicon,WI,53032,US,Dodge,43.4518725,-88.63084429999999,,Monarch Library System,MLS,7,2,4,2,3,2,3,2,2,2,1,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.4518725, -88.63084429999999)",ideal_region_05,starter_region_06
WI0388,Hustisford PL,Hustisford Community Library,public_library,609,W,Juneau,St,,,Hustisford,WI,53034,US,Dodge,43.3467448,-88.6111281,,Monarch Library System,MLS,7,2,2,2,2,2,2,2,2,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3467448, -88.6111281)",ideal_region_05,starter_region_06
WI0389,Iron Ridge PL,Iron Ridge Public Library,public_library,205,,Park,St,,,Iron Ridge,WI,53035,US,Dodge,43.40280310000001,-88.5344106,,Monarch Library System,MLS,7,1,1,1,1,1,2,1,1,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.40280310000001, -88.5344106)",ideal_region_05,starter_region_06
WI0145,Juneau PL,Juneau Public Library,public_library,250,N,Fairfield,Ave,,,Juneau,WI,53039,US,Dodge,43.4086563,-88.7082631,,Monarch Library System,MLS,7,2,3,3,3,2,2,2,2,1,2,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.4086563, -88.7082631)",ideal_region_05,starter_region_06
WIGOV190,Kettle Moraine CI,Kettle Moraine Correctional Institution,wi_state_gov,W9071,,Forest,Dr,,,Plymouth,WI,53023,US,Sheboygan,43.7235625,-90.1491875,"PVF2+C8 Plymouth, Wisconsin",Monarch Library System,MLS,7,2,2,,,,,,,,,,,2,2,TRUE,FALSE,FALSE,TRUE,TRUE,,,"(43.7235625, -90.1491875)",ideal_region_05,starter_region_06
WI0150,Kewaskum PL,Kewaskum Public Library,public_library,206,,First,St,,,Kewaskum,WI,53040,US,Washington,43.5219431,-88.22728239999999,,Monarch Library System,MLS,7,2,6,3,3,3,0,3,4,1,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5219431, -88.22728239999999)",ideal_region_05,starter_region_06
WI0155,Kohler PL,Kohler Public Library,public_library,333,,Upper,Rd,,,Kohler,WI,53044,US,Sheboygan,43.7403846,-87.78547069999999,,Monarch Library System,MLS,7,3,6,3,5,6,6,4,5,3,6,,,6,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.7403846, -87.78547069999999)",ideal_region_05,starter_region_06
ACAD0080,Lakeland University,Lakeland College,private_academic,W3718,,South,Dr,,,Plymouth,WI,53073,US,Sheboygan,43.84156249999999,-87.8834375,"R4R8+JJ Plymouth, Wisconsin",Monarch Library System,MLS,7,1,2,1,1,1,2,1,1,1,2,,,2,1,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(43.84156249999999, -87.8834375)",ideal_region_05,starter_region_06
WI0172,Lomira PL,Lomira QuadGraphics Community Library,public_library,427,S,Water,St,,,Lomira,WI,53048,US,Dodge,43.5860074,-88.4407594,,Monarch Library System,MLS,7,1,2,2,2,2,2,1,2,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5860074, -88.4407594)",ideal_region_05,starter_region_06
WI0186,Mayville PL,Mayville Public Library,public_library,111,N,Main,St,,,Mayville,WI,53050,US,Dodge,43.49710839999999,-88.545014,,Monarch Library System,MLS,7,1,2,1,1,1,0,1,0,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.49710839999999, -88.545014)",ideal_region_05,starter_region_06
WI0193,Mequon PL,Frank L. Weyenberg Library,public_library,11345,N,Cedarburg,Rd,,,Mequon,WI,53092,US,Ozaukee,43.2248724,-87.9854524,,Monarch Library System,MLS,7,12,25,19,23,14,24,14,14,12,16,,,21,15,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.2248724, -87.9854524)",ideal_region_05,starter_region_06
WI1200,Monarch LS,Monarch Library System,library_system,4632,S,Taylor,Dr,,,Sheboygan,WI,53081,US,Sheboygan,43.701694,-87.7588931,,Monarch Library System,MLS,7,5,6,3,3,2,3,,,8,7,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.701694, -87.7588931)",ideal_region_05,starter_region_06
WI0235,Oostburg PL,Oostburg Public Library,public_library,213,N,8th,St,,,Oostburg,WI,53070,US,Sheboygan,43.6252307,-87.7936248,,Monarch Library System,MLS,7,4,6,3,5,4,6,3,5,3,6,,,6,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.6252307, -87.7936248)",ideal_region_05,starter_region_06
WI0257,Plymouth PL,Plymouth Public Library,public_library,130,,Division,St,,,Plymouth,WI,53073,US,Sheboygan,43.74839739999999,-87.9765839,,Monarch Library System,MLS,7,6,14,9,13,6,11,6,12,6,13,,,13,7,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.74839739999999, -87.9765839)",ideal_region_05,starter_region_06
WI0258,Port Washington PL,W.J. Niederkorn Library,public_library,316,W,Grand,Ave,,,Port Washington,WI,53074,US,Ozaukee,43.3877751,-87.87495969999999,,Monarch Library System,MLS,7,12,17,14,17,12,14,9,13,10,13,,,15,12,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3877751, -87.87495969999999)",ideal_region_05,starter_region_06
WI0270,Random Lake PL,Lakeview Community Library,public_library,112,,Butler,St,,,Random Lake,WI,53075,US,Sheboygan,43.5504869,-87.9605493,,Monarch Library System,MLS,7,4,8,3,6,3,6,2,5,2,6,,,7,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5504869, -87.9605493)",ideal_region_05,starter_region_06
WI0400,Reeseville PL,Reeseville Public Library,public_library,216,S,Main,St,,,Reeseville,WI,53579,US,Dodge,43.3030946,-88.84713479999999,,Monarch Library System,MLS,7,2,5,3,3,2,4,2,3,2,2,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3030946, -88.84713479999999)",ideal_region_05,starter_region_06
WI0403,Saukville PL,Oscar Grady Public Library,public_library,151,S,Main,St,,,Saukville,WI,53080,US,Ozaukee,43.381325,-87.94263269999999,,Monarch Library System,MLS,7,7,7,8,7,7,8,4,6,3,5,,,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.381325, -87.94263269999999)",ideal_region_05,starter_region_06
WI0293,Sheboygan Falls PL,Sheboygan Falls Memorial Library,public_library,330,,Buffalo,St,,,Sheboygan Falls,WI,53085,US,Sheboygan,43.7295348,-87.8128299,,Monarch Library System,MLS,7,5,17,7,9,6,13,6,7,6,12,,,12,6,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.7295348, -87.8128299)",ideal_region_05,starter_region_06
WI0292,Sheboygan PL,Mead Public Library,public_library,710,N,8th,St,,,Sheboygan,WI,53081,US,Sheboygan,43.7523484,-87.7134131,,Monarch Library System,MLS,7,15,28,19,16,18,22,14,15,13,25,,,22,16,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.7523484, -87.7134131)",ideal_region_05,starter_region_06
WI0298,Slinger PL,Slinger Community Library,public_library,220,,Slinger,Rd,,,Slinger,WI,53086,US,Washington,43.3284132,-88.2794945,,Monarch Library System,MLS,7,2,5,5,5,4,5,4,5,2,6,,,6,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.3284132, -88.2794945)",ideal_region_05,starter_region_06
WI0318,Theresa PL,Theresa Public Library,public_library,290,,Mayville,St,,,Theresa,WI,53091,US,Dodge,43.5201894,-88.45367449999999,,Monarch Library System,MLS,7,1,2,1,1,1,2,1,1,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.5201894, -88.45367449999999)",ideal_region_05,starter_region_06
WIGOV270,Waupun CI,Waupun Correctional Institute,wi_state_gov,200,S,Madison,St,,,Waupun,WI,53963,US,Dodge,43.6299231,-88.73195729999999,,Monarch Library System,MLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,,"(43.6299231, -88.73195729999999)",ideal_region_05,starter_region_06
WI0340,Waupun PL,Waupun Public Library,public_library,123,S,Forest,St,,,Waupun,WI,53963,US,Dodge,43.6313779,-88.73145009999999,,Monarch Library System,MLS,7,1,2,1,2,1,2,1,2,1,1,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.6313779, -88.73145009999999)",ideal_region_05,starter_region_06
WI0345,West Bend PL,West Bend Community Memorial Library,public_library,630,,Poplar,St,,,West Bend,WI,53095,US,Washington,43.4212936,-88.184297,,Monarch Library System,MLS,7,9,15,16,16,12,17,14,13,10,14,,,15,13,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(43.4212936, -88.184297)",ideal_region_05,starter_region_06
WI0004,Algoma PL,Algoma Public Library,public_library,406,,Fremont,St,,,Algoma,WI,54201,US,Kewaunee,44.6064066,-87.4389655,,Nicolet Federated Library System,NFLS,7,4,4,4,2,3,2,2,3,3,2,0,2,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.6064066, -87.4389655)",ideal_region_03,starter_region_04
WI0121-011,Brown County PL - BKM,Brown County Library Bookmobile,outreach_service,515,,Pine,St,,,Green Bay,WI,54301,US,Brown,44.5148824,-88.00978270000002,,Nicolet Federated Library System,NFLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,,"(44.5148824, -88.00978270000002)",ideal_region_03,starter_region_04
WI0121-002,BrownCo - Ashwaubenon Branch,Ashwaubenon Branch,public_library,1060,,Orlando,Dr,,,Green Bay,WI,54304,US,Brown,44.493611,-88.0723264,,Nicolet Federated Library System,NFLS,7,7,1,6,9,8,8,5,10,6,8,6,10,8,7,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.493611, -88.0723264)",ideal_region_03,starter_region_04
WI0121-004,BrownCo - Denmark Branch,Denmark Branch,public_library,450,N,Wall,St,,,Denmark,WI,54208,US,Brown,44.35393699999999,-87.824184,,Nicolet Federated Library System,NFLS,7,3,4,3,4,4,3,4,5,,,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.35393699999999, -87.824184)",ideal_region_03,starter_region_04
WI0121-005,BrownCo - East Branch,East Branch,public_library,2255,,Main,St,,,Green Bay,WI,54302,US,Brown,44.4828015,-87.96877780000001,,Nicolet Federated Library System,NFLS,7,1,9,12,9,16,10,7,15,8,11,13,10,11,10,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.4828015, -87.96877780000001)",ideal_region_03,starter_region_04
WI0121,BrownCo - Green Bay PL,Brown County Library,public_library,515,,Pine,St,,,Green Bay,WI,54301,US,Brown,44.5148824,-88.00978270000002,,Nicolet Federated Library System,NFLS,7,2,2,1,2,1,2,1,1,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.5148824, -88.00978270000002)",ideal_region_03,starter_region_04
WI0121-014,BrownCo - Kress Family Branch,Kress Family Branch,public_library,333,N,Broadway,,,,De Pere,WI,54115,US,Brown,44.452098,-88.0611002,,Nicolet Federated Library System,NFLS,7,0,1,1,1,0,1,1,2,1,1,1,1,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.452098, -88.0611002)",ideal_region_03,starter_region_04
WI0121-007,BrownCo - Pulaski Branch,Pulaski Branch,public_library,222,W,Pulaski,St,,,Pulaski,WI,54162,US,Brown,44.6721114,-88.2456239,,Nicolet Federated Library System,NFLS,7,10,7,6,10,8,6,7,8,8,0,0,9,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.6721114, -88.2456239)",ideal_region_03,starter_region_04
WI0121-008,BrownCo - Southwest Branch,Southwest Branch,public_library,974,,Ninth,St,,,Green Bay,WI,54304,US,Brown,44.5072534,-88.04330060000001,,Nicolet Federated Library System,NFLS,7,2,6,7,8,9,7,6,9,6,5,6,6,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.5072534, -88.04330060000001)",ideal_region_03,starter_region_04
WI0121-013,BrownCo - Weyers-Hilliard Branch,Weyers-Hilliard Branch,public_library,2680,,Riverview,Dr,,,Green Bay,WI,54313,US,Brown,44.5554971,-88.0880153,,Nicolet Federated Library System,NFLS,7,5,2,10,3,9,5,8,4,10,2,8,4,4,9,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.5554971, -88.0880153)",ideal_region_03,starter_region_04
WI0121-009,BrownCo - Wrightstown Branch,Wrightstown Branch,public_library,615,,Main,St,,,Wrightstown,WI,54180,US,Brown,44.3268668,-88.1683571,,Nicolet Federated Library System,NFLS,7,12,4,5,7,5,3,7,5,,,,,5,8,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.3268668, -88.1683571)",ideal_region_03,starter_region_04
WI0312-006,DoorCo - Baileys Harbor Branch,Baileys Harbor (McArdle) Branch,public_library,2392,,CO RD F,,,,Baileys Harbor,WI,54202,US,Door,45.0660028,-87.12439049999999,,Nicolet Federated Library System,NFLS,7,,,,,4,2,,,3,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.0660028, -87.12439049999999)",ideal_region_03,starter_region_04
WI0312-002,DoorCo - Egg Harbor Branch,Egg Harbor Branch,public_library,7845,,Church,St,,,Egg Harbor,WI,54209,US,Door,45.0519663,-87.27893859999999,,Nicolet Federated Library System,NFLS,7,,,2,2,,,,,12,,,,2,7,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.0519663, -87.27893859999999)",ideal_region_03,starter_region_04
WI0312-003,DoorCo - Ephraim Branch,Ephraim Branch,public_library,9994,,Water,St,,,Ephraim,WI,54211,US,Door,45.1560625,-87.1713125,"5R4H+CF Ephraim, Wisconsin",Nicolet Federated Library System,NFLS,7,1,1,1,1,,,2,2,,,2,1,2,2,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(45.1560625, -87.1713125)",ideal_region_03,starter_region_04
WI0312-004,DoorCo - Fish Creek Branch,Fish Creek Branch,public_library,4097,,Main,St,,,Fish Creek,WI,54212,US,Door,45.12615450000001,-87.241849,,Nicolet Federated Library System,NFLS,7,1,1,,,2,1,,,,,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.12615450000001, -87.241849)",ideal_region_03,starter_region_04
WI0312-005,DoorCo - Forestville Branch,Forestville Branch,public_library,123,S,Forestville,Ave,,,Forestville,WI,54213,US,Door,44.6890811,-87.4799554,,Nicolet Federated Library System,NFLS,7,2,3,2,1,3,5,,,2,5,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.6890811, -87.4799554)",ideal_region_03,starter_region_04
WI0312-007,DoorCo - Sister Bay Branch,Sister Bay / Liberty Grove Branch,public_library,2323,,Mill,Rd,,,Sister Bay,WI,54234,US,Door,45.1876928,-87.1206526,,Nicolet Federated Library System,NFLS,7,2,2,2,2,2,2,,,4,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.1876928, -87.1206526)",ideal_region_03,starter_region_04
WI0312,DoorCo - Sturgeon Bay PL,Door County Library,public_library,107,S,4th,Ave,,,Sturgeon Bay,WI,54235,US,Door,44.8335432,-87.3744821,,Nicolet Federated Library System,NFLS,7,6,3,7,8,7,7,5,5,1,5,0,4,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.8335432, -87.3744821)",ideal_region_03,starter_region_04
WI0312-009,DoorCo - Washington Island Branch,Washington Island Branch,public_library,910,,Main,Rd,,,Washington Island,WI,54246,US,Door,45.3621428,-86.9293785,,Nicolet Federated Library System,NFLS,7,2,1,2,0,2,2,,,0,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.3621428, -86.9293785)",ideal_region_03,starter_region_04
WI0384,Florence PL,Florence County Library,public_library,400,,Olive,Ave,,,Florence,WI,54121,US,Florence,45.9246182,-88.2485523,,Nicolet Federated Library System,NFLS,7,2,2,2,1,1,2,1,1,1,2,0,1,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.9246182, -88.2485523)",ideal_region_03,starter_region_04
WI0418,Gillett PL,Gillett Public Library,public_library,200,E,Main,St,,,Gillett,WI,54124,US,Oconto,44.8904211,-88.30468069999999,,Nicolet Federated Library System,NFLS,7,1,1,2,0,2,2,1,3,,,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.8904211, -88.30468069999999)",ideal_region_03,starter_region_04
WI9025,Keshena PL,S. Verna Fowler Academic Library / Menominee Public Library,public_library,N172,,HWY 55,,,,Keshena,WI,54135,US,Menominee,44.8588125,-88.6269375,"V95F+G6 Keshena, Wisconsin",Nicolet Federated Library System,NFLS,7,4,0,,,,,,,,,,,0,4,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(44.8588125, -88.6269375)",ideal_region_03,starter_region_04
WI0151,Kewaunee PL,Kewaunee Public Library,public_library,822,,Juneau,St,,,Kewaunee,WI,54216,US,Kewaunee,44.4545384,-87.5056145,,Nicolet Federated Library System,NFLS,7,3,4,5,2,2,3,2,2,2,3,0,1,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.4545384, -87.5056145)",ideal_region_03,starter_region_04
WI0391,Lakewood PL,Lakes Country Public Library,public_library,15235,,HWY 32,,,,Lakewood,WI,54138,US,Oconto,45.2985787,-88.51897749999999,,Nicolet Federated Library System,NFLS,7,1,2,4,2,2,2,1,2,2,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.2985787, -88.51897749999999)",ideal_region_03,starter_region_04
WI0169,Lena PL,Lena Public Library,public_library,200,E,Main,St,,,Lena,WI,54139,US,Oconto,44.9512899,-88.045058,,Nicolet Federated Library System,NFLS,7,2,2,,,2,2,0,2,2,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.9512899, -88.045058)",ideal_region_03,starter_region_04
WI0394-002,MariCo - Coleman Branch,Coleman Branch,public_library,123,W,Main,St,,,Coleman,WI,54112,US,Marinette,45.0649388,-88.0355657,,Nicolet Federated Library System,NFLS,7,2,2,,,3,2,,,2,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.0649388, -88.0355657)",ideal_region_03,starter_region_04
WI0394-003,MariCo - Crivitz Branch,Crivitz Branch,public_library,606,,Louisa,St,,,Crivitz,WI,54114,US,Marinette,45.2325277,-88.0039274,,Nicolet Federated Library System,NFLS,7,2,3,,,3,2,0,1,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.2325277, -88.0039274)",ideal_region_03,starter_region_04
WI0394-004,MariCo - Goodman Library Station Branch,Goodman Library Station Branch,public_library,1,,Falcon Crest,,,,Goodman,WI,54125,US,Marinette,45.62643749999999,-88.3583125,"JJGR+HM Goodman, Wisconsin",Nicolet Federated Library System,NFLS,7,0,0,,,0,0,,,0,0,,,0,0,FALSE,FALSE,FALSE,TRUE,TRUE,,,"(45.62643749999999, -88.3583125)",ideal_region_03,starter_region_04
WI0394,MariCo - Marinette PL,Marinette County Consolidated Public Library Service,public_library,1700,,Hall,Ave,,,Marinette,WI,54143,US,Marinette,45.100472,-87.630777,,Nicolet Federated Library System,NFLS,7,6,6,6,9,3,4,3,1,3,7,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.100472, -87.630777)",ideal_region_03,starter_region_04
WI0394-005,MariCo - Niagara Branch,Niagara Branch,public_library,1049,,Roosevelt,Rd,,,Niagara,WI,54151,US,Marinette,45.78262420000001,-88.0092196,,Nicolet Federated Library System,NFLS,7,1,2,3,0,4,2,,,0,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.78262420000001, -88.0092196)",ideal_region_03,starter_region_04
WI0394-006,MariCo - Peshtigo Branch,Peshtigo Branch,public_library,331,,French,St,,,Peshtigo,WI,54157,US,Marinette,45.0541382,-87.75183919999999,,Nicolet Federated Library System,NFLS,7,1,2,,,4,3,,,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.0541382, -87.75183919999999)",ideal_region_03,starter_region_04
WI0394-007,MariCo - Wausaukee Branch,Wausaukee Branch,public_library,703,,Main,St,,,Wausaukee,WI,54177,US,Marinette,45.3757688,-87.9526171,,Nicolet Federated Library System,NFLS,7,2,2,,,3,3,,,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(45.3757688, -87.9526171)",ideal_region_03,starter_region_04
WI1900,Nicolet FLS,Nicolet Federated Library System,library_system,1595,,Allouez,Ave,,Ste 4,Green Bay,WI,54311,US,Brown,44.47397300000001,-88.0041983,,Nicolet Federated Library System,NFLS,7,2,2,2,2,1,2,,,3,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"(44.47397300000001, -88.0041983)",ideal_region_03,starter_region_04
WI0231,Oconto Falls PL,Oconto Falls Community Library,public_library,251,N,Main,St,,,Oconto Falls,WI,54154,US,Oconto,44.8763818,-88.1455316,,Nicolet Federated Library System,NFLS,7,4,4,5,1,2,3,2,3,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,,"(44.8763818, -88.1455316)",ideal_region_03,starter_region_04
