LIBID,stop_short_name,stop_full_name,stop_type,address_number,address_street_dir_prefix,address_street,address_street_suffix,address_street_dir_suffix,address_street_unit,address_city,address_state,address_zip,address_country,county,latitude,longitude,pluscode,current_delivery_sys,current_delivery_sys_code,service_time_mins,m_do,m_pu,t_do,t_pu,w_do,w_pu,r_do,r_pu,f_do,f_pu,s_do,s_pu,avg_pickup,avg_dropoff,volume_data_missing,redundant_address,address_verified_01,address_verified_02,geoloc_verified_01,ideal_regional_hub,starter_regional_hub
ACAD0130,MIAD,Milwaukee Institute of Art & Design,private_academic,273,E,Erie,St,,,Milwaukee,WI,53202,US,Milwaukee,,,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
ACAD0140,Mount Mary University,Mount Mary University,private_academic,2900,N,Menomonee River,Pkwy,,,Milwaukee,WI,53222,US,Milwaukee,,,"3XC9+P7 Milwaukee, Wisconsin",SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,
ACAD0170,Sacred Heart,Sacred Heart School of Theology,private_academic,7335,S,Lovers Lane,Rd,,,Franklin,WI,53132,US,Milwaukee,,,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
ACAD0180,St. Francis Seminary,St. Francis Seminary,private_academic,3257,S,Lake,Dr,,,St. Francis,WI,53235,US,Milwaukee,,,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
ACAD0200,SWITCH Office,SWITCH office at Alverno College,private_academic,3401,S,39th,St,,,Milwaukee,WI,53234,US,Milwaukee,,,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,
ACAD0220,Wisconsin Lutheran College,Wisconsin Lutheran College,private_academic,630,N,89th,St,,,Milwaukee,WI,53226,US,Milwaukee,,,,SWITCH Delivery,SWITCH,7,1,1,1,1,1,1,1,1,1,1,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0005,Alma PL,Alma Public Library,public_library,312,N,Main,St,,,Alma,WI,54610,US,Buffalo,,,,Winding Rivers Library System,WRLS,7,2,1,1,2,1,1,,,1,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH011,Arcadia HS,Arcadia High School,school,756,,Raider,Dr,,,Arcadia,WI,54612,US,Trempealeau,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0011,Arcadia PL,Arcadia Free Public Library,public_library,730,,Raider,Dr,,Ste 3140,Arcadia,WI,54612,US,Trempealeau,,,"6GV6+6G Arcadia, Wisconsin",Winding Rivers Library System,WRLS,7,2,2,2,2,2,2,,,2,3,,,3,2,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0031,Black River Falls PL,Black River Falls Public Library,public_library,222,,Fillmore,St,,,Black River Falls,WI,54615,US,Jackson,,,,Winding Rivers Library System,WRLS,7,4,4,4,4,2,3,,,4,4,,,4,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0376,Blair PL,Blair-Preston Public Library,public_library,122,S,Urberg,Ave,,,Blair,WI,54616,US,Trempealeau,,,,Winding Rivers Library System,WRLS,7,2,2,2,2,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH013,Cashton HS,Cashton High School,school,540,,Coe,St,,,Cashton,WI,54619,US,Monroe,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0416,Cashton PL,Cashton Memorial Library,public_library,720,,Broadway,St,,,Cashton,WI,54619,US,Monroe,,,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH014,Cochrane-Fountain City SD,Cochrane - Fountain City School District,school,S2770,,State Road 35,,,,Fountain City,WI,54629,US,Buffalo,,,"56RC+JM Fountain City, Wisconsin",Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,
WI9019,Coon Valley PL,Knutson Memorial Library,public_library,500,,Central,Ave,,,Coon Valley,WI,54623,US,Vernon,,,,Winding Rivers Library System,WRLS,7,2,2,1,1,1,2,,,2,3,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0081,De Soto PL,De Soto Public Library,public_library,111,S,Houghton,St,,,De Soto,WI,54624,US,Vernon,,,,Winding Rivers Library System,WRLS,7,1,1,,,1,1,,,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0097,Elroy PL,Elroy Public Library,public_library,501,,Second Main,St,,,Elroy,WI,53929,US,Juneau,,,,Winding Rivers Library System,WRLS,7,2,3,1,3,1,3,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI9017,Ettrick PL,Ettrick Public Library,public_library,15570,,School,St,,,Ettrick,WI,54627,US,Trempealeau,,,"5P9M+35 Ettrick, Wisconsin",Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,FALSE,TRUE,TRUE,,
WI0110,Galesville PL,Galesville Public Library,public_library,16787,S,Main,St,,,Galesville,WI,54630,US,Trempealeau,,,,Winding Rivers Library System,WRLS,7,2,3,2,3,1,2,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0134,Hillsboro PL,Hillsboro Public Library,public_library,819,,High,Ave,,,Hillsboro,WI,54634,US,Vernon,,,,Winding Rivers Library System,WRLS,7,2,3,2,0,2,4,,,3,4,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH016,Holmen MS/HS,Holmen Middle / High School,school,1001,,McHugh,Rd,,,Holmen,WI,54636,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0140,Independence PL,Independence Public Library,public_library,23688,,Adams,St,,,Independence,WI,54747,US,Trempealeau,,,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV180,Jackson CI,Jackson Correctional Institution,wi_state_gov,N6500,,Haipek,Rd,,,Black River Falls,WI,54615,US,Jackson,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0147,Kendall PL,Kendall Public Library,public_library,110,E,South Railroad,St,,,Kendall,WI,54638,US,Monroe,,,,Winding Rivers Library System,WRLS,7,1,1,1,0,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH017,La Farge HS,La Farge High School,school,301,W,Adams,St,,,La Farge,WI,54639,US,Vernon,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0161,La Farge PL,Lawton Memorial Library,public_library,118,N,Bird,St,,,La Farge,WI,54639,US,Vernon,,,,Winding Rivers Library System,WRLS,7,2,2,2,2,1,2,,,1,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0390-002,LaxCo - Bangor Branch,Bangor Branch,public_library,1720,,Henry Johns,Blvd,,,Bangor,WI,54614,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,3,3,3,3,3,3,,,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0390-003,LaxCo - Campbell Branch,Campbell Branch,public_library,2548,,Lakeshore,Dr,,,La Crosse,WI,54603,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,1,2,2,2,1,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0390-004,LaxCo - Holmen PL,Holmen Area Branch,public_library,121,W,Legion,St,,,Holmen,WI,54636,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,4,8,6,7,4,6,,,4,7,,,7,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0390,LaxCo - La Crosse County Library,La Crosse County Library,public_library,121,W,Legion,St,,,Holmen,WI,54636,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,TRUE,TRUE,TRUE,TRUE,,
WI0390-005,LaxCo - Onalaska PL,Onalaska Branch,public_library,741,,Oak,Ave,S,,Onalaska,WI,54650,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,7,9,11,11,6,8,,,7,11,,,10,8,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0390-006,LaxCo - West Salem PL,West Salem Branch,public_library,201,,Neshonoc,Rd,,,West Salem,WI,54669,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,6,7,6,5,5,5,,,6,5,,,6,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0159,LaxPL - La Crosse PL,La Crosse Public Library,public_library,800,,Main,St,,,La Crosse,WI,54601,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,22,26,22,14,18,15,12,13,7,10,,,16,17,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0159-002,LaxPL - North Community Branch,North Community Branch,public_library,1552,,Kane,St,,,La Crosse,WI,54603,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0159-003,LaxPL - South Community Branch,South Community Branch,public_library,1307,,16th,St,S,,La Crosse,WI,54601,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0185,Mauston PL,Hatch Public Library,public_library,111,W,State,St,,,Mauston,WI,53948,US,Juneau,,,,Winding Rivers Library System,WRLS,7,5,5,4,4,3,4,,,4,5,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH018,Melrose-Mindoro SD,Melrose-Mindoro School District,school,N181,,State Road 108,,,,Melrose,WI,54642,US,Jackson,,,"3XFH+QV Melrose, Wisconsin",Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,
WI0202,Mondovi PL,Mondovi Public Library,public_library,146,W,Hudson,St,,,Mondovi,WI,54755,US,Buffalo,,,,Winding Rivers Library System,WRLS,7,2,3,2,2,2,3,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0213,Necedah PL,Necedah Community-Siegler Memorial Library,public_library,217,,Oak Grove,Dr,,,Necedah,WI,54646,US,Juneau,,,,Winding Rivers Library System,WRLS,7,2,3,2,2,2,3,,,2,4,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV220,New Lisbon CI,New Lisbon Correctional Institute,wi_state_gov,2000,,Progress,Rd,,,New Lisbon,WI,53950,US,Juneau,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0221,New Lisbon PL,New Lisbon Memorial Library,public_library,115,W,Park,St,,,New Lisbon,WI,53950,US,Juneau,,,,Winding Rivers Library System,WRLS,7,2,2,2,2,1,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0419,Norwalk PL,Norwalk Public Library,public_library,101,,Railroad,St,,,Norwalk,WI,54648,US,Monroe,,,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0234,Ontario PL,Ontario Public Library,public_library,313,,Main,St,,,Ontario,WI,54651,US,Vernon,,,,Winding Rivers Library System,WRLS,7,2,2,2,2,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0240,Osseo PL,Hauge Memorial Library,public_library,50655,,Charles,St,,,Osseo,WI,54758,US,Trempealeau,,,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0410,Readstown PL,Readstown Public Library,public_library,129,W,Wisconsin,Ave,,,Readstown,WI,54652,US,Vernon,,,,Winding Rivers Library System,WRLS,7,1,0,,,1,0,,,,,,,0,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0302,Sparta PL,Sparta Free Library,public_library,124,W,Main,St,,,Sparta,WI,54656,US,Monroe,,,,Winding Rivers Library System,WRLS,7,3,6,4,4,3,4,,,5,6,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0311,Strum PL,Strum Public Library,public_library,114,,5th,Ave,S,,Strum,WI,54770,US,Trempealeau,,,,Winding Rivers Library System,WRLS,7,1,2,1,2,1,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI9018,Taylor PL,Taylor Memorial Library,public_library,420,,2nd,St,,,Taylor,WI,54659,US,Jackson,,,,Winding Rivers Library System,WRLS,7,1,1,1,0,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0321,Tomah PL,Tomah Public Library,public_library,718,,Superior,Ave,,,Tomah,WI,54660,US,Monroe,,,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0323,Trempealeau PL,Shirley M. Wright Memorial Library,public_library,11455,,Fremont,St,,,Trempealeau,WI,54661,US,Trempealeau,,,,Winding Rivers Library System,WRLS,7,1,3,2,3,1,3,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0330,Viroqua PL,McIntosh Memorial Library,public_library,205,S,Rock,Ave,,,Viroqua,WI,54665,US,Vernon,,,,Winding Rivers Library System,WRLS,7,7,6,8,6,4,7,,,6,8,,,7,7,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH021,Viroqua SD,Viroqua School District,school,115,N,Education,Ave,,,Viroqua,WI,54665,US,Vernon,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0347,Westby PL,Bekkum Memorial Public Library,public_library,206,N,Main,St,,,Westby,WI,54667,US,Vernon,,,,Winding Rivers Library System,WRLS,7,3,4,3,3,3,3,,,3,4,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WITC250,Western TC,Western Technical College,wi_tech_college,400,,7th,St,N,,La Crosse,WI,54601,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,,,1,1,,,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0351,Whitehall PL,Whitehall Public Library,public_library,36351,,Main,St,,,Whitehall,WI,54773,US,Trempealeau,,,,Winding Rivers Library System,WRLS,7,1,1,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0355,Wilton PL,Wilton Public Library,public_library,400,,East,St,,Ste 102,Wilton,WI,54670,US,Monroe,,,,Winding Rivers Library System,WRLS,7,2,2,2,2,1,2,,,1,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI2500,Winding Rivers LS,Winding Rivers Library System,library_system,980,W,HWY 16,,,Ste 1,West Salem,WI,54669,US,La Crosse,,,,Winding Rivers Library System,WRLS,7,4,4,4,8,,,8,6,4,1,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
WI0362,Wonewoc PL,Wonewoc Public Library,public_library,305,,Center,St,,,Wonewoc,WI,53968,US,Juneau,,,,Winding Rivers Library System,WRLS,7,2,3,2,2,1,2,,,1,2,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
SCH022,Wonewoc-Union Center HS,Wonewoc - Union Center High School,school,101,,School,Rd,,,Wonewoc,WI,53968,US,Juneau,,,,Winding Rivers Library System,WRLS,7,1,1,,,,,1,1,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0027,Berlin PL,Berlin Public Library,public_library,121,W,Park,Ave,,,Berlin,WI,54923,US,Green Lake,,,,Winnefox Library System,WLS,7,5,6,9,4,3,4,4,4,2,4,,,5,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0039,Brandon PL,Brandon Public Library,public_library,117,E,Main,St,,,Brandon,WI,53919,US,Fond du Lac,,,,Winnefox Library System,WLS,7,1,1,,,1,2,,,1,2,,,2,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0052,Campbellsport PL,Campbellsport Public Library,public_library,220,N,Helena,,,,Campbellsport,WI,53010,US,Fond du Lac,,,,Winnefox Library System,WLS,7,2,4,,,4,4,,,2,5,,,5,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0379,Coloma PL,Coloma Public Library,public_library,155,S,Front,St,,,Coloma,WI,54930,US,Waushara,,,,Winnefox Library System,WLS,7,2,3,,,3,2,,,1,2,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0098,Endeavor PL,Endeavor Public Library,public_library,400,,Church,St,,,Endeavor,WI,53930,US,Marquette,,,,Winnefox Library System,WLS,7,1,1,,,1,1,,,2,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0103,Fond du Lac PL,Fond du Lac Public Library,public_library,32,,Sheboygan,St,,,Fond du Lac,WI,54935,US,Fond du Lac,,,,Winnefox Library System,WLS,7,2,1,2,1,1,1,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,
WI0103-003,Fond du Lac PL - XP,Fond du Lac Public Library Express,outreach_service,1125,E,Johnson,St,,,Fond du Lac,WI,54935,US,Fond du Lac,,,,Winnefox Library System,WLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0122,Green Lake PL,Caestecker Public Library,public_library,518,,Hill,St,,,Green Lake,WI,54941,US,Green Lake,,,,Winnefox Library System,WLS,7,4,4,6,3,3,3,,,4,4,,,4,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0128,Hancock PL,Hancock Public Library,public_library,114,S,Main,St,,,Hancock,WI,54943,US,Waushara,,,,Winnefox Library System,WLS,7,1,1,,,2,1,,,3,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0154,Kingston PL,Mill Pond Public Library,public_library,140,N,South,St,,,Kingston,WI,53939,US,Green Lake,,,,Winnefox Library System,WLS,7,1,3,,,5,2,,,2,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0182,Markesan PL,Markesan Public Library,public_library,75,N,Bridge,St,,,Markesan,WI,53946,US,Green Lake,,,,Winnefox Library System,WLS,7,4,4,,,3,2,,,2,8,,,5,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0190,Menasha PL,Elisha D. Smith Public Library,public_library,440,,First,St,,,Menasha,WI,54952,US,Winnebago,,,,Winnefox Library System,WLS,7,14,14,10,14,6,5,12,10,6,8,,,11,10,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0205,Montello PL,Montello Public Library,public_library,128,,Lake,Ct,,,Montello,WI,53949,US,Marquette,,,,Winnefox Library System,WLS,7,2,2,,,4,3,,,4,2,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0214,Neenah PL,Neenah Public Library,public_library,240,E,Wisconsin,Ave,,,Neenah,WI,54956,US,Winnebago,,,,Winnefox Library System,WLS,7,20,21,20,14,16,13,15,14,8,10,,,15,16,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0217,Neshkoro PL,Neshkoro Public Library,public_library,132,S,Main,St,,,Neshkoro,WI,54960,US,Marquette,,,,Winnefox Library System,WLS,7,,,,,0,0,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0224,North Fond du Lac PL,Spillman Public Library,public_library,719,,Wisconsin,Ave,,,North Fond du Lac,WI,54937,US,Fond du Lac,,,,Winnefox Library System,WLS,7,2,3,2,3,2,3,,,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0228,Oakfield PL,Oakfield Public Library,public_library,130,N,Main,St,,,Oakfield,WI,53065,US,Fond du Lac,,,,Winnefox Library System,WLS,7,3,1,,,2,3,,,3,3,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0233,Omro PL,Carter Memorial Library,public_library,405,E,Huron,St,,,Omro,WI,54963,US,Winnebago,,,,Winnefox Library System,WLS,7,3,5,4,6,2,1,,,3,4,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0239,Oshkosh PL,Oshkosh Public Library,public_library,106,,Washington,Ave,,,Oshkosh,WI,54901,US,Winnebago,,,,Winnefox Library System,WLS,7,115,96,70,68,85,91,66,53,104,87,,,79,88,FALSE,FALSE,TRUE,TRUE,TRUE,,TRUE
WI0242,Oxford PL,Oxford Public Library,public_library,129,S,Franklin,Ave,,,Oxford,WI,53952,US,Marquette,,,,Winnefox Library System,WLS,7,2,2,,,3,2,,,2,2,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0243,Packwaukee PL,Packwaukee Public Library,public_library,N3511,,State,St,,,Packwaukee,WI,53953,US,Marquette,,,,Winnefox Library System,WLS,7,1,3,,,4,1,,,2,1,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0251,Pine River PL,Leon-Saxeville Township Library,public_library,N4715,,HWY E,,,,Pine River,WI,54965,US,Waushara,,,,Winnefox Library System,WLS,7,2,2,,,2,4,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0254,Plainfield PL,Plainfield Public Library,public_library,126,E,Main,St,,,Plainfield,WI,54966,US,Waushara,,,,Winnefox Library System,WLS,7,1,3,,,2,3,,,2,1,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0260,Poy Sippi PL,Poy Sippi Public Library,public_library,W2251,,Commercial,St,,,Poy Sippi,WI,54967,US,Waushara,,,,Winnefox Library System,WLS,7,2,1,,,1,1,,,1,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0267,Princeton PL,Princeton Public Library,public_library,424,W,Water,St,,,Princeton,WI,54968,US,Green Lake,,,,Winnefox Library System,WLS,7,4,3,2,3,2,2,,,4,5,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WIGOV240,Redgranite CI,Redgranite Correctional Institute,wi_state_gov,1006,,County Road EE,,,,Redgranite,WI,54970,US,Waushara,,,,Winnefox Library System,WLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0271,Redgranite PL,Redgranite Public Library,public_library,135,W,Bannerman,Ave,,,Redgranite,WI,54970,US,Waushara,,,,Winnefox Library System,WLS,7,1,1,,,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0278,Ripon PL,Ripon Public Library,public_library,120,,Jefferson,St,,,Ripon,WI,54971,US,Fond du Lac,,,,Winnefox Library System,WLS,7,6,8,8,7,5,5,5,6,5,5,,,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0342,Wautoma PL,Wautoma Public Library,public_library,410,W,Main,St,,,Wautoma,WI,54982,US,Waushara,,,,Winnefox Library System,WLS,7,4,5,4,5,2,3,,,5,5,,,5,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0348,Westfield PL,Ethel Everhard Memorial Library,public_library,117,E,3rd,St,,,Westfield,WI,53964,US,Marquette,,,,Winnefox Library System,WLS,7,3,3,,,3,3,,,6,3,,,3,4,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0353,Wild Rose PL,Patterson Memorial Library,public_library,500,,Division,St,,,Wild Rose,WI,54984,US,Waushara,,,,Winnefox Library System,WLS,7,3,1,,,3,4,,,2,2,,,3,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0357,Winneconne PL,Winneconne Public Library,public_library,31,S,Second,St,,,Winneconne,WI,54986,US,Winnebago,,,,Winnefox Library System,WLS,7,4,7,4,6,3,2,,,6,6,,,6,5,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI2600,Winnefox LS,Winnefox Library System,library_system,106,,Washington,Ave,,,Oshkosh,WI,54901,US,Winnebago,,,,Winnefox Library System,WLS,7,2,2,1,3,1,2,,,2,2,,,3,2,FALSE,TRUE,TRUE,TRUE,TRUE,,TRUE
WI0001,Abbotsford PL,Abbotsford Public Library,public_library,203,,First,St,,,Abbotsford,WI,54405,US,Clark,,,,Wisconsin Valley Library Service,WVLS,7,1,2,,,2,3,,,2,3,,,3,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0009,AntPL - Antigo PL,Antigo Public Library,public_library,617,,Clermont,St,,,Antigo,WI,54409,US,Langlade,,,,Wisconsin Valley Library Service,WVLS,7,1,1,1,0,,,,,,,,,1,1,TRUE,FALSE,TRUE,TRUE,TRUE,,
WI0009-002,AntPL - Elcho PL,Elcho Branch,public_library,,,Owano,St,,,Elcho,WI,54428,US,Langlade,,,"CRP8+XF Elcho, Wisconsin",Wisconsin Valley Library Service,WVLS,7,1,1,,,,,,,,,,,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,,
WI0009-004,AntPL - White Lake PL,White Lake Branch,public_library,615,,School,St,,,White Lake,WI,54491,US,Langlade,,,,Wisconsin Valley Library Service,WVLS,7,1,1,1,0,,,,,,,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0064,Colby PL,Colby Community Library,public_library,505,W,Spence,St,,,Colby,WI,54421,US,Clark,,,,Wisconsin Valley Library Service,WVLS,7,2,2,,,4,5,,,3,3,,,4,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0068,Crandon PL,Crandon Public Library,public_library,110,W,Polk,St,,,Crandon,WI,54520,US,Forest,,,,Wisconsin Valley Library Service,WVLS,7,4,2,,,2,3,1,2,1,1,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0381,Dorchester PL,Dorchester Public Library,public_library,155,N,Second,St,,,Dorchester,WI,54425,US,Clark,,,,Wisconsin Valley Library Service,WVLS,7,1,1,,,2,1,,,1,1,,,1,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0115,Gilman PL,Western Taylor County Public Library,public_library,380,E,Main,St,,,Gilman,WI,54433,US,Taylor,,,,Wisconsin Valley Library Service,WVLS,7,4,5,,,7,8,,,5,7,,,7,6,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0386,Granton PL,Granton Community Library,public_library,217,N,Main,St,,,Granton,WI,54436,US,Clark,,,,Wisconsin Valley Library Service,WVLS,7,1,1,,,2,2,,,2,2,,,2,2,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0125,Greenwood PL,Greenwood Public Library,public_library,102,N,Main,St,,,Greenwood,WI,54437,US,Clark,,,,Wisconsin Valley Library Service,WVLS,7,3,2,2,2,,,2,2,,,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0167,Laona PL,Edith Evans Community Library,public_library,5216,,Forest,Ave,,,Laona,WI,54541,US,Forest,,,,Wisconsin Valley Library Service,WVLS,7,,,1,1,1,1,,,1,1,,,1,1,FALSE,FALSE,TRUE,TRUE,TRUE,,
WI0174,Loyal PL,Loyal Public Library,public_library,214,N,Main,St,,,Loyal,WI,54446,US,Clark,,,,Wisconsin Valley Library Service,WVLS,7,1,1,,,3,2,,,3,2,,,2,3,FALSE,FALSE,TRUE,TRUE,TRUE,,
